code,name,theme1,theme2,theme3,theme4,theme5,theme6,theme7,theme8,theme9,theme10,theme11,theme12,theme13,theme14,theme15,theme16,theme17,theme18,theme19,theme20,theme21,theme22,theme23,theme24
002450,삼익악기,엔젤산업,출산장려정책,,,,,,,,,,,,,,,,,,,,,,
019680,대교,엔젤산업,출산장려정책,교육/온라인 교육,,,,,,,,,,,,,,,,,,,,,
040420,정상제이엘에스,엔젤산업,교육/온라인 교육,,,,,,,,,,,,,,,,,,,,,,
005360,모나미,엔젤산업,日제품 불매운동(수혜),,,,,,,,,,,,,,,,,,,,,,
159580,제로투세븐,엔젤산업,출산장려정책,화장품,,,,,,,,,,,,,,,,,,,,,
024950,삼천리자전거,엔젤산업,전기자전거,자전거,,,,,,,,,,,,,,,,,,,,,
267980,매일유업,엔젤산업,출산장려정책,음식료업종,,,,,,,,,,,,,,,,,,,,,
317530,캐리소프트,엔젤산업,영상콘텐츠,출산장려정책,캐릭터상품,교육/온라인 교육,,,,,,,,,,,,,,,,,,,
215480,토박스코리아,엔젤산업,출산장려정책,패션/의류,,,,,,,,,,,,,,,,,,,,,
002270,롯데푸드,여름,음식료업종,,,,,,,,,,,,,,,,,,,,,,
005180,빙그레,여름,음식료업종,,,,,,,,,,,,,,,,,,,,,,
005300,롯데칠성,여름,음식료업종,"주류업(주정, 에탄올 등)",,,,,,,,,,,,,,,,,,,,,
000890,보해양조,여름,日제품 불매운동(수혜),정치/인맥(유시민),"주류업(주정, 에탄올 등)",,,,,,,,,,,,,,,,,,,,
001550,조비,여름,태풍 및 장마,남북경협,농업,비료,,,,,,,,,,,,,,,,,,,
025860,남해화학,여름,태풍 및 장마,남북경협,농업,비료,,,,,,,,,,,,,,,,,,,
051900,LG생활건강,여름,화장품,건강기능식품,음식료업종,,,,,,,,,,,,,,,,,,,,
280360,롯데제과,여름,음식료업종,,,,,,,,,,,,,,,,,,,,,,
267790,배럴,여름,日제품 불매운동(수혜),패션/의류,치매,,,,,,,,,,,,,,,,,,,,
042110,에스씨디,여름,,,,,,,,,,,,,,,,,,,,,,,
043340,에쎈테크,여름,,,,,,,,,,,,,,,,,,,,,,,
276730,제주맥주,여름,2021 상반기 신규상장,음식료업종,"주류업(주정, 에탄올 등)",,,,,,,,,,,,,,,,,,,,
046390,삼화네트웍스,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
003560,IHQ,영상콘텐츠,음원/음반,미디어(방송/신문),엔터테인먼트,영화,,,,,,,,,,,,,,,,,,,
047820,초록뱀미디어,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
086980,쇼박스,영상콘텐츠,영화,쿠팡 관련주,,,,,,,,,,,,,,,,,,,,,
068050,팬엔터테인먼트,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
036030,KTH,영상콘텐츠,모바일콘텐츠(스마트폰/태블릿PC),쿠팡 관련주,,,,,,,,,,,,,,,,,,,,,
054780,키이스트,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
253450,스튜디오드래곤,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
101060,SBS미디어홀딩스,영상콘텐츠,지주사,미디어(방송/신문),,,,,,,,,,,,,,,,,,,,,
018700,바른손,영상콘텐츠,화장품,가상현실(VR),두나무 관련주,모바일게임(스마트폰),모바일콘텐츠(스마트폰/태블릿PC),엔터테인먼트,영화,정치/인맥(문재인),,,,,,,,,,,,,,,
066410,버킷스튜디오,영상콘텐츠,엔터테인먼트,영화,,,,,,,,,,,,,,,,,,,,,
204630,스튜디오산타클로스,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
035620,바른손이앤에이,영상콘텐츠,가상현실(VR),게임,모바일게임(스마트폰),영화,,,,,,,,,,,,,,,,,,,
036420,제이콘텐트리,영상콘텐츠,지주사,미디어(방송/신문),엔터테인먼트,영화,,,,,,,,,,,,,,,,,,,
160550,NEW,영상콘텐츠,엔터테인먼트,영화,쿠팡 관련주,,,,,,,,,,,,,,,,,,,,
051780,큐로홀딩스,영상콘텐츠,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
173940,에프엔씨엔터,영상콘텐츠,음원/음반,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,
122450,KMH,영상콘텐츠,골프,케이블TV SO/MSO,,,,,,,,,,,,,,,,,,,,,
241840,에이스토리,영상콘텐츠,,,,,,,,,,,,,,,,,,,,,,,
310200,애니플러스,영상콘텐츠,미디어(방송/신문),,,,,,,,,,,,,,,,,,,,,,
322780,코퍼스코리아,영상콘텐츠,,,,,,,,,,,,,,,,,,,,,,,
025750,한솔홈데코,온실가스(탄소배출권),조림사업,리모델링/인테리어,,,,,,,,,,,,,,,,,,,,,
119650,KC코트렐,온실가스(탄소배출권),황사/미세먼지,태양광에너지,,,,,,,,,,,,,,,,,,,,,
069260,휴켐스,온실가스(탄소배출권),,,,,,,,,,,,,,,,,,,,,,,
008250,이건산업,온실가스(탄소배출권),조림사업,리모델링/인테리어,,,,,,,,,,,,,,,,,,,,,
005090,SGC에너지,온실가스(탄소배출권),,,,,,,,,,,,,,,,,,,,,,,
083420,그린케미칼,온실가스(탄소배출권),석유화학,,,,,,,,,,,,,,,,,,,,,,
383310,에코프로에이치엔,온실가스(탄소배출권),황사/미세먼지,,,,,,,,,,,,,,,,,,,,,,
034020,두산중공업,원자력발전,전력설비,핵융합에너지,셰일가스(Shale Gas),수자원(양적/질적 개선),원자력발전소 해체,풍력에너지,항공기부품,,,,,,,,,,,,,,,,
051600,한전KPS,원자력발전,전력설비,원자력발전소 해체,,,,,,,,,,,,,,,,,,,,,
052690,한전기술,원자력발전,원자력발전소 해체,풍력에너지,,,,,,,,,,,,,,,,,,,,,
019990,에너토크,원자력발전,수자원(양적/질적 개선),,,,,,,,,,,,,,,,,,,,,,
006910,보성파워텍,원자력발전,전력설비,전기차,,,,,,,,,,,,,,,,,,,,,
083650,비에이치아이,원자력발전,셰일가스(Shale Gas),원자력발전소 해체,LNG(액화천연가스),,,,,,,,,,,,,,,,,,,,
015760,한국전력,원자력발전,전력설비,남북경협,셰일가스(Shale Gas),태양광에너지,풍력에너지,환율하락 수혜,LNG(액화천연가스),,,,,,,,,,,,,,,,
017040,광명전기,원자력발전,전력설비,스마트그리드(지능형전력망),태양광에너지,,,,,,,,,,,,,,,,,,,,
046120,오르비텍,원자력발전,원자력발전소 해체,항공기부품,,,,,,,,,,,,,,,,,,,,,
105840,우진,원자력발전,원자력발전소 해체,,,,,,,,,,,,,,,,,,,,,,
100840,SNT에너지,원자력발전,셰일가스(Shale Gas),,,,,,,,,,,,,,,,,,,,,,
013030,하이록코리아,원자력발전,조선기자재,철도,,,,,,,,,,,,,,,,,,,,,
014620,성광벤드,원자력발전,조선기자재,,,,,,,,,,,,,,,,,,,,,,
023160,태광,원자력발전,조선기자재,,,,,,,,,,,,,,,,,,,,,,
036190,금화피에스시,원자력발전,전력설비,,,,,,,,,,,,,,,,,,,,,,
036640,HRS,원자력발전,재난/안전(지진 등),,,,,,,,,,,,,,,,,,,,,,
086670,비엠티,원자력발전,조선기자재,스마트팩토리(스마트공장),정치/인맥(문재인),,,,,,,,,,,,,,,,,,,,
094820,일진파워,원자력발전,핵융합에너지,,,,,,,,,,,,,,,,,,,,,,
011700,한신기계,원자력발전,스마트팩토리(스마트공장),,,,,,,,,,,,,,,,,,,,,,
187220,디티앤씨,원자력발전,,,,,,,,,,,,,,,,,,,,,,,
140520,대창스틸,원자력발전,재난/안전(지진 등),DMZ 평화공원,전기차,,,,,,,,,,,,,,,,,,,,
189860,서전기전,원자력발전,재난/안전(지진 등),전력설비,스마트그리드(지능형전력망),,,,,,,,,,,,,,,,,,,,
207760,미스터블루,웹툰,모바일게임(스마트폰),모바일콘텐츠(스마트폰/태블릿PC),,,,,,,,,,,,,,,,,,,,,
020120,키다리스튜디오,웹툰,모바일콘텐츠(스마트폰/태블릿PC),,,,,,,,,,,,,,,,,,,,,,
263720,디앤씨미디어,웹툰,모바일콘텐츠(스마트폰/태블릿PC),,,,,,,,,,,,,,,,,,,,,,
181710,NHN,웹툰,게임,모바일게임(스마트폰),재택근무/스마트워크,전자결제(전자화폐),K-뉴딜지수,K-뉴딜지수(게임),,,,,,,,,,,,,,,,,
066360,체리부로,육계,,,,,,,,,,,,,,,,,,,,,,,
290720,푸드나무,육계,음식료업종,,,,,,,,,,,,,,,,,,,,,,
195500,마니커에프앤지,육계,음식료업종,,,,,,,,,,,,,,,,,,,,,,
064480,브리지텍,음성인식,정치/인맥(안철수),인터넷은행,핀테크(FinTech),,,,,,,,,,,,,,,,,,,,
038950,파인디지털,음성인식,자율주행차,차량용블랙박스,,,,,,,,,,,,,,,,,,,,,
279600,미디어젠,음성인식,,,,,,,,,,,,,,,,,,,,,,,
041510,에스엠,음원/음반,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
122870,와이지엔터테인먼트,음원/음반,엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
104200,NHN벅스,음원/음반,모바일콘텐츠(스마트폰/태블릿PC),SNS(소셜네트워크서비스),,,,,,,,,,,,,,,,,,,,,
012610,경인양행,日 수출 규제(국산화 등),플렉서블 디스플레이,그래핀,,,,,,,,,,,,,,,,,,,,,
014970,삼륭물산,日 수출 규제(국산화 등),DMZ 평화공원,,,,,,,,,,,,,,,,,,,,,,
004430,송원산업,日 수출 규제(국산화 등),,,,,,,,,,,,,,,,,,,,,,,
136510,쎄미시스코,日 수출 규제(국산화 등),LCD장비,그래핀,반도체 장비,전기차,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,
005390,신성통상,日제품 불매운동(수혜),패션/의류,정치/인맥(문재인),,,,,,,,,,,,,,,,,,,,,
012700,리드코프,日제품 불매운동(수혜),,,,,,,,,,,,,,,,,,,,,,,
001460,BYC,日제품 불매운동(수혜),패션/의류,,,,,,,,,,,,,,,,,,,,,,
084870,TBH글로벌,日제품 불매운동(수혜),패션/의류,,,,,,,,,,,,,,,,,,,,,,
033340,좋은사람들,日제품 불매운동(수혜),패션/의류,남북경협,,,,,,,,,,,,,,,,,,,,,
047770,코데즈컴바인,日제품 불매운동(수혜),패션/의류,,,,,,,,,,,,,,,,,,,,,,
005740,크라운해태홀딩스,日제품 불매운동(수혜),지주사,DMZ 평화공원,,,,,,,,,,,,,,,,,,,,,
264900,크라운제과,日제품 불매운동(수혜),음식료업종,,,,,,,,,,,,,,,,,,,,,,
250000,보라티알,日제품 불매운동(수혜),음식료업종,,,,,,,,,,,,,,,,,,,,,,
101530,해태제과식품,日제품 불매운동(수혜),음식료업종,,,,,,,,,,,,,,,,,,,,,,
204020,그리티,日제품 불매운동(수혜),패션/의류,,,,,,,,,,,,,,,,,,,,,,
005850,에스엘,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
015750,성우하이텍,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
010690,화신,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
043370,피에이치에이,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
126600,코프라,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
130740,티피씨글로벌,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
023810,인팩,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
123040,엠에스오토텍,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
002230,피에스텍,자동차부품,스마트그리드(지능형전력망),스마트홈(홈네트워크),전기차,,,,,,,,,,,,,,,,,,,,
001620,케이비아이동국실업,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
002880,대유에이텍,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
108670,LG하우시스,자동차부품,리모델링/인테리어,,,,,,,,,,,,,,,,,,,,,,
010100,한국프랜지,자동차부품,정치/인맥(홍정욱),,,,,,,,,,,,,,,,,,,,,,
002920,유성기업,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
006660,삼성공조,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
005030,부산주공,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
005710,대원산업,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
012280,영화금속,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
024900,덕양산업,자동차부품,그래핀,,,,,,,,,,,,,,,,,,,,,,
012860,모베이스전자,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
308170,센트랄모텍,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
018500,동원금속,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
019180,티에이치엔,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
024120,KB오토시스,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
049630,재영솔루텍,자동차부품,남북경협,카메라모듈/부품,휴대폰부품,,,,,,,,,,,,,,,,,,,,
024910,경창산업,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
025440,대성엘텍,자동차부품,자율주행차,4차산업 수혜주,,,,,,,,,,,,,,,,,,,,,
025540,한국단자,자동차부품,자율주행차,전기차,LED,,,,,,,,,,,,,,,,,,,,
031510,오스템,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
033250,체시스,자동차부품,정치/인맥(김무성),"백신/진단시약/방역(신종플루, AI 등)",비료,아프리카 돼지열병(ASF),,,,,,,,,,,,,,,,,,,
038110,에코플라스틱,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
041650,상신브레이크,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
047400,유니온머티리얼,자동차부품,희귀금속(희토류 등),공작기계,,,,,,,,,,,,,,,,,,,,,
048430,유라테크,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
053270,구영테크,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
046070,코다코,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
065500,오리엔트정공,자동차부품,정치/인맥(이재명),그래핀,,,,,,,,,,,,,,,,,,,,,
069510,에스텍,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
075180,새론오토모티브,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
089470,HDC현대EP,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
092200,디아이씨,자동차부품,전기차,쿠팡 관련주,,,,,,,,,,,,,,,,,,,,,
104040,대성파인텍,자동차부품,태양광에너지,,,,,,,,,,,,,,,,,,,,,,
123700,SJM,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
019440,세아특수강,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
088290,이원컴포텍,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
093380,풍강,자동차부품,정치/인맥(유시민),,,,,,,,,,,,,,,,,,,,,,
024880,케이피에프,자동차부품,풍력에너지,,,,,,,,,,,,,,,,,,,,,,
040610,SG&G,자동차부품,정치/인맥(유시민),종합 물류,,,,,,,,,,,,,,,,,,,,,
001380,SG글로벌,자동차부품,정치/인맥(유시민),,,,,,,,,,,,,,,,,,,,,,
023000,삼원강재,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
126640,화신정공,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
123410,코리아에프티,자동차부품,자율주행차,,,,,,,,,,,,,,,,,,,,,,
122690,서진오토모티브,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
090150,광진윈텍,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
012160,영흥,자동차부품,철강 중소형,북한 광물자원개발,,,,,,,,,,,,,,,,,,,,,
004840,DRB동일,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
017370,우신시스템,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
101930,인화정공,자동차부품,조선기자재,,,,,,,,,,,,,,,,,,,,,,
004100,태양금속,자동차부품,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,,
001420,태원물산,자동차부품,비료,,,,,,,,,,,,,,,,,,,,,,
113810,디젠스,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
010660,화천기계,자동차부품,공작기계,정치/인맥(조국),,,,,,,,,,,,,,,,,,,,,
130500,GH신소재,자동차부품,코로나19(음압병실/음압구급차),,,,,,,,,,,,,,,,,,,,,,
067570,엔브이에이치코리아,자동차부품,코로나19(음압병실/음압구급차),,,,,,,,,,,,,,,,,,,,,,
170030,현대공업,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
071850,캐스텍코리아,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
200880,서연이화,자동차부품,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,,
012200,계양전기,자동차부품,전기차,,,,,,,,,,,,,,,,,,,,,,
214330,금호에이치티,자동차부품,LED,,,,,,,,,,,,,,,,,,,,,,
212560,네오오토,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
013310,아진산업,자동차부품,북한 광물자원개발,전기차,,,,,,,,,,,,,,,,,,,,,
016740,두올,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
241690,유니테크노,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
143210,핸즈코퍼레이션,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
014440,영보화학,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
007530,영신금속,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
008500,일정실업,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
024840,KBI메탈,자동차부품,전선,,,,,,,,,,,,,,,,,,,,,,
020400,대동금속,자동차부품,농업,,,,,,,,,,,,,,,,,,,,,,
008830,대동기어,자동차부품,농업,,,,,,,,,,,,,,,,,,,,,,
007340,디티알오토모티브,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
128540,에코캡,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
290120,대유에이피,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
013720,CBI,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
378850,화승알앤에이,자동차부품,,,,,,,,,,,,,,,,,,,,,,,
084730,팅크웨어,자율주행차,증강현실(AR),차량용블랙박스,,,,,,,,,,,,,,,,,,,,,
071670,에이테크솔루션,자율주행차,,,,,,,,,,,,,,,,,,,,,,,
060980,한라홀딩스,자율주행차,지주사,,,,,,,,,,,,,,,,,,,,,,
077500,유니퀘스트,자율주행차,4차산업 수혜주,바이오인식(생체인식),,,,,,,,,,,,,,,,,,,,,
142210,유니트론텍,자율주행차,,,,,,,,,,,,,,,,,,,,,,,
053590,한국테크놀로지,자율주행차,정치/인맥(윤석열),황사/미세먼지,3D 프린터,원자력발전소 해체,,,,,,,,,,,,,,,,,,,
033540,파라텍,재난/안전(지진 등),,,,,,,,,,,,,,,,,,,,,,,
074610,이엔플러스,재난/안전(지진 등),그래핀,,,,,,,,,,,,,,,,,,,,,,
039980,리노스,재난/안전(지진 등),패션/의류,철도,GTX(수도권 광역급행철도),,,,,,,,,,,,,,,,,,,,
005110,한창,재난/안전(지진 등),남북경협,,,,,,,,,,,,,,,,,,,,,,
054540,삼영엠텍,재난/안전(지진 등),조선기자재,북한 광물자원개발,풍력에너지,,,,,,,,,,,,,,,,,,,,
060370,KT서브마린,재난/안전(지진 등),정치/인맥(이낙연),해저터널(지하화/지하도로 등),,,,,,,,,,,,,,,,,,,,,
037440,희림,재난/안전(지진 등),정치/인맥(윤석열),남북경협,리모델링/인테리어,,,,,,,,,,,,,,,,,,,,
028100,동아지질,재난/안전(지진 등),철도,해저터널(지하화/지하도로 등),GTX(수도권 광역급행철도),,,,,,,,,,,,,,,,,,,,
023350,한국종합기술,재난/안전(지진 등),테마파크,수자원(양적/질적 개선),철도,,,,,,,,,,,,,,,,,,,,
228340,동양파일,재난/안전(지진 등),,,,,,,,,,,,,,,,,,,,,,,
004440,삼일씨엔에스,재난/안전(지진 등),철도,풍력에너지,,,,,,,,,,,,,,,,,,,,,
123750,알톤스포츠,전기자전거,자전거,,,,,,,,,,,,,,,,,,,,,,
024810,이화전기,전력설비,코로나19(스푸트니크V),,,,,,,,,,,,,,,,,,,,,,
033100,제룡전기,전력설비,철도,,,,,,,,,,,,,,,,,,,,,,
007610,선도전기,전력설비,철도,,,,,,,,,,,,,,,,,,,,,,
000500,가온전선,전력설비,전선,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,
001440,대한전선,전력설비,전선,,,,,,,,,,,,,,,,,,,,,,
006340,대원전선,전력설비,전선,정치/인맥(김무성),철도,,,,,,,,,,,,,,,,,,,,
130660,한전산업,전력설비,스마트그리드(지능형전력망),,,,,,,,,,,,,,,,,,,,,,
017510,세명전기,전력설비,철도,해저터널(지하화/지하도로 등),GTX(수도권 광역급행철도),,,,,,,,,,,,,,,,,,,,
103590,일진전기,전력설비,전선,스마트그리드(지능형전력망),,,,,,,,,,,,,,,,,,,,,
147830,제룡산업,전력설비,,,,,,,,,,,,,,,,,,,,,,,
237750,피앤씨테크,전력설비,스마트그리드(지능형전력망),철도,,,,,,,,,,,,,,,,,,,,,
267260,현대일렉트릭,전력설비,,,,,,,,,,,,,,,,,,,,,,,
049550,잉크테크,전자파,,,,,,,,,,,,,,,,,,,,,,,
032960,동일기연,전자파,,,,,,,,,,,,,,,,,,,,,,,
217190,제너셈,전자파,반도체 장비,,,,,,,,,,,,,,,,,,,,,,
263810,상신전자,전자파,,,,,,,,,,,,,,,,,,,,,,,
033130,디지틀조선,정치/인맥(김무성),미디어(방송/신문),정치/인맥(홍정욱),,,,,,,,,,,,,,,,,,,,,
000950,전방,정치/인맥(김무성),,,,,,,,,,,,,,,,,,,,,,,
000220,유유제약,정치/인맥(김무성),제약업체,치매,,,,,,,,,,,,,,,,,,,,,
017800,현대엘리베이,정치/인맥(김무성),남북경협,,,,,,,,,,,,,,,,,,,,,,
054180,메디콕스,정치/인맥(김무성),조선기자재,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),철도,,,,,,,,,,,,,,,,,,,
053800,안랩,정치/인맥(안철수),보안주(정보),클라우드 컴퓨팅,K-뉴딜지수,K-뉴딜지수(인터넷),,,,,,,,,,,,,,,,,,,
004770,써니전자,정치/인맥(안철수),,,,,,,,,,,,,,,,,,,,,,,
115160,휴맥스,정치/인맥(안철수),전기차,,,,,,,,,,,,,,,,,,,,,,
028080,휴맥스홀딩스,정치/인맥(안철수),지주사,,,,,,,,,,,,,,,,,,,,,,
038290,마크로젠,정치/인맥(안철수),줄기세포,코로나19(진단/치료제/백신 개발 등),U-Healthcare(원격진료),고령화 사회(노인복지),유전자 치료제/분석,,,,,,,,,,,,,,,,,,
009460,한창제지,정치/인맥(안철수),정치/인맥(황교안),제지,,,,,,,,,,,,,,,,,,,,,
234920,자이글,정치/인맥(안철수),,,,,,,,,,,,,,,,,,,,,,,
020180,대신정보통신,정치/인맥(유승민),SI(시스템통합),토스 관련주,,,,,,,,,,,,,,,,,,,,,
002290,삼일기업공사,정치/인맥(유승민),건설 중소형,,,,,,,,,,,,,,,,,,,,,,
025550,한국선재,정치/인맥(유승민),정치/인맥(오세훈),해저터널(지하화/지하도로 등),,,,,,,,,,,,,,,,,,,,,
013000,세우글로벌,정치/인맥(유승민),,,,,,,,,,,,,,,,,,,,,,,
155660,DSR,정치/인맥(유승민),정치/인맥(문재인),,,,,,,,,,,,,,,,,,,,,,
069730,DSR제강,정치/인맥(유승민),철강 중소형,정치/인맥(문재인),,,,,,,,,,,,,,,,,,,,,
011370,서한,정치/인맥(유승민),건설 중소형,철도,폐기물처리,GTX(수도권 광역급행철도),,,,,,,,,,,,,,,,,,,
004830,덕성,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,,,
090350,노루페인트,정치/인맥(윤석열),페인트,,,,,,,,,,,,,,,,,,,,,,
038010,제일테크노스,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,,,
088790,진도,정치/인맥(윤석열),패션/의류,,,,,,,,,,,,,,,,,,,,,,
053290,NE능률,정치/인맥(윤석열),교육/온라인 교육,,,,,,,,,,,,,,,,,,,,,,
007330,푸른저축은행,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,,,
003080,성보화학,정치/인맥(윤석열),농업,,,,,,,,,,,,,,,,,,,,,,
014190,원익큐브,정치/인맥(윤석열),폴더블폰,,,,,,,,,,,,,,,,,,,,,,
049830,승일,정치/인맥(윤석열),화장품,,,,,,,,,,,,,,,,,,,,,,
307930,컴퍼니케이,정치/인맥(윤석열),창투사,,,,,,,,,,,,,,,,,,,,,,
001790,대한제당,정치/인맥(윤석열),사료,음식료업종,환율하락 수혜,,,,,,,,,,,,,,,,,,,,
097870,효성오앤비,정치/인맥(윤석열),조림사업,농업,비료,,,,,,,,,,,,,,,,,,,,
008060,대덕,정치/인맥(윤석열),지주사,,,,,,,,,,,,,,,,,,,,,,
093050,LF,정치/인맥(윤석열),패션/의류,,,,,,,,,,,,,,,,,,,,,,
224110,에이텍티앤,정치/인맥(이재명),삼성페이,RFID(NFC 등),,,,,,,,,,,,,,,,,,,,,
045340,토탈소프트,정치/인맥(이재명),가상현실(VR),,,,,,,,,,,,,,,,,,,,,,
204840,지엘팜텍,정치/인맥(이재명),,,,,,,,,,,,,,,,,,,,,,,
025950,동신건설,정치/인맥(이재명),조림사업,건설 중소형,,,,,,,,,,,,,,,,,,,,,
020710,시공테크,정치/인맥(이재명),테마파크,DMZ 평화공원,가상현실(VR),리모델링/인테리어,,,,,,,,,,,,,,,,,,,
066130,하츠,정치/인맥(이재명),황사/미세먼지,리모델링/인테리어,,,,,,,,,,,,,,,,,,,,,
129260,인터지스,정치/인맥(이재명),종합 물류,,,,,,,,,,,,,,,,,,,,,,
037230,한국팩키지,정치/인맥(이재명),,,,,,,,,,,,,,,,,,,,,,,
093240,형지엘리트,정치/인맥(이재명),패션/의류,,,,,,,,,,,,,,,,,,,,,,
002630,오리엔트바이오,정치/인맥(이재명),,,,,,,,,,,,,,,,,,,,,,,
050960,수산아이앤티,정치/인맥(이재명),보안주(정보),,,,,,,,,,,,,,,,,,,,,,
121850,코이즈,정치/인맥(이재명),LCD 부품/소재,LCD BLU제조,,,,,,,,,,,,,,,,,,,,,
065770,CS,정치/인맥(이재명),스마트그리드(지능형전력망),스마트홈(홈네트워크),제4이동통신,통신장비,,,,,,,,,,,,,,,,,,,
084180,수성이노베이션,정치/인맥(이재명),,,,,,,,,,,,,,,,,,,,,,,
023910,대한약품,정치/인맥(정세균),제약업체,코로나19(화이자),,,,,,,,,,,,,,,,,,,,,
054410,케이피티유,정치/인맥(정세균),정치/인맥(문재인),,,,,,,,,,,,,,,,,,,,,,
050090,휘닉스소재,정치/인맥(최재형),정치/인맥(홍정욱),,,,,,,,,,,,,,,,,,,,,,
050860,아세아텍,정치/인맥(황교안),농업,,,,,,,,,,,,,,,,,,,,,,
049800,우진플라임,정치/인맥(황교안),,,,,,,,,,,,,,,,,,,,,,,
033830,티비씨,정치/인맥(황교안),미디어(방송/신문),,,,,,,,,,,,,,,,,,,,,,
078160,메디포스트,제대혈,줄기세포,U-Healthcare(원격진료),고령화 사회(노인복지),치매,,,,,,,,,,,,,,,,,,,
091090,세원이앤씨,제대혈,줄기세포,화장품,우주항공산업,,,,,,,,,,,,,,,,,,,,
217730,강스템바이오텍,제대혈,줄기세포,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),화장품,,,,,,,,,,,,,,,,,,,
000640,동아쏘시오홀딩스,제약업체,지주사,콜드체인(저온 유통),,,,,,,,,,,,,,,,,,,,,
002390,한독,제약업체,의료기기,,,,,,,,,,,,,,,,,,,,,,
003850,보령제약,제약업체,코로나19(스푸트니크V),황사/미세먼지,"백신/진단시약/방역(신종플루, AI 등)",치매,,,,,,,,,,,,,,,,,,,
