code,name,theme1,theme2,theme3,theme4,theme5,theme6,theme7,theme8,theme9,theme10,theme11,theme12,theme13,theme14,theme15,theme16,theme17,theme18,theme19,theme20,theme21,theme22,theme23,theme24
340440,한화플러스제1호스팩,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
342550,케이비제20호스팩,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
341160,하나금융15호스팩,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
344050,신영스팩6호,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
340350,SK6호스팩,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
349720,이베스트스팩5호,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
353190,엔에이치스팩16호,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
351320,IBKS제14호스팩,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
368770,한국9호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
366330,신한제7호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
363260,하나금융17호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
373200,IBKS제15호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
372290,하나머스트7호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
347140,케이프이에스제4호,기업인수목적회사(SPAC),,,,,,,,,,,,,,,,,,,,,,,
367360,DB금융스팩9호,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
367480,유안타제8호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
373340,유진스팩6호,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
377400,하이제6호스팩,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
380440,엔에이치스팩19호,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
377630,삼성스팩4호,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
380320,삼성머스트스팩5호,기업인수목적회사(SPAC),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
008970,동양철관,남-북-러 가스관사업,철강 중소형,강관업체(Steel pipe),수자원(양적/질적 개선),,,,,,,,,,,,,,,,,,,,
071090,하이스틸,남-북-러 가스관사업,강관업체(Steel pipe),수자원(양적/질적 개선),,,,,,,,,,,,,,,,,,,,,
039610,화성밸브,남-북-러 가스관사업,정치/인맥(윤석열),,,,,,,,,,,,,,,,,,,,,,
048470,대동스틸,남-북-러 가스관사업,철강 중소형,,,,,,,,,,,,,,,,,,,,,,
044060,조광ILI,남-북-러 가스관사업,수소차(연료전지/부품/충전소 등),원자력발전,조선기자재,정치/인맥(문재인),,,,,,,,,,,,,,,,,,,
005010,휴스틸,남-북-러 가스관사업,철강 중소형,강관업체(Steel pipe),,,,,,,,,,,,,,,,,,,,,
100090,삼강엠앤티,남-북-러 가스관사업,조선기자재,강관업체(Steel pipe),풍력에너지,LNG(액화천연가스),,,,,,,,,,,,,,,,,,,
008420,문배철강,남-북-러 가스관사업,철강 중소형,,,,,,,,,,,,,,,,,,,,,,
017480,삼현철강,남-북-러 가스관사업,철강 중소형,철도,GTX(수도권 광역급행철도),,,,,,,,,,,,,,,,,,,,
026940,부국철강,남-북-러 가스관사업,철강 중소형,정치/인맥(이낙연),,,,,,,,,,,,,,,,,,,,,
060380,동양에스텍,남-북-러 가스관사업,철강 중소형,,,,,,,,,,,,,,,,,,,,,,
085310,엔케이,남-북-러 가스관사업,선박평형수 처리장치,수소차(연료전지/부품/충전소 등),정치/인맥(김무성),LNG(액화천연가스),,,,,,,,,,,,,,,,,,,
105740,디케이락,남-북-러 가스관사업,수소차(연료전지/부품/충전소 등),원자력발전,,,,,,,,,,,,,,,,,,,,,
095190,이엠코리아,남-북-러 가스관사업,방위산업/전쟁 및 테러,선박평형수 처리장치,수소차(연료전지/부품/충전소 등),원자력발전,공작기계,철도,항공기부품,,,,,,,,,,,,,,,,
306200,세아제강,남-북-러 가스관사업,강관업체(Steel pipe),철강 주요종목,풍력에너지,,,,,,,,,,,,,,,,,,,,
010820,퍼스텍,드론(Drone),방위산업/전쟁 및 테러,DMZ 평화공원,우주항공산업,지능형로봇/인공지능(AI),,,,,,,,,,,,,,,,,,,
005870,휴니드,드론(Drone),방위산업/전쟁 및 테러,항공기부품,,,,,,,,,,,,,,,,,,,,,
047810,한국항공우주,드론(Drone),방위산업/전쟁 및 테러,우주항공산업,항공기부품,,,,,,,,,,,,,,,,,,,,
012450,한화에어로스페이스,드론(Drone),방위산업/전쟁 및 테러,보안주(물리),반도체 장비,우주항공산업,지능형로봇/인공지능(AI),항공기부품,CCTV＆DVR,,,,,,,,,,,,,,,,
099320,쎄트렉아이,드론(Drone),우주항공산업,,,,,,,,,,,,,,,,,,,,,,
051380,피씨디렉트,드론(Drone),,,,,,,,,,,,,,,,,,,,,,,
076610,해성옵틱스,드론(Drone),스마트폰,바이오인식(생체인식),카메라모듈/부품,,,,,,,,,,,,,,,,,,,,
106520,디지탈옵틱,드론(Drone),스마트폰,4차산업 수혜주,지능형로봇/인공지능(AI),카메라모듈/부품,,,,,,,,,,,,,,,,,,,
000120,CJ대한통운,드론(Drone),종합 물류,,,,,,,,,,,,,,,,,,,,,,
003490,대한항공,드론(Drone),방위산업/전쟁 및 테러,항공/저가 항공사(LCC),우주항공산업,항공기부품,환율하락 수혜,,,,,,,,,,,,,,,,,,
047080,한빛소프트,드론(Drone),메타버스(Metaverse),가상현실(VR),게임,모바일게임(스마트폰),,,,,,,,,,,,,,,,,,,
306620,네온테크,드론(Drone),LED장비,반도체 장비,MLCC(적층세라믹콘덴서),,,,,,,,,,,,,,,,,,,,
274090,켄코아에어로스페이스,드론(Drone),방위산업/전쟁 및 테러,우주항공산업,항공기부품,,,,,,,,,,,,,,,,,,,,
272210,한화시스템,드론(Drone),방위산업/전쟁 및 테러,SI(시스템통합),우주항공산업,,,,,,,,,,,,,,,,,,,,
177350,베셀,드론(Drone),LCD장비,터치패널(스마트폰/태블릿PC),OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,
140910,에이리츠,리츠(REITs),,,,,,,,,,,,,,,,,,,,,,,
145270,케이탑리츠,리츠(REITs),정치/인맥(정세균),,,,,,,,,,,,,,,,,,,,,,
204210,모두투어리츠,리츠(REITs),,,,,,,,,,,,,,,,,,,,,,,
293940,신한알파리츠,리츠(REITs),,,,,,,,,,,,,,,,,,,,,,,
088260,이리츠코크렙,리츠(REITs),,,,,,,,,,,,,,,,,,,,,,,
330590,롯데리츠,리츠(REITs),,,,,,,,,,,,,,,,,,,,,,,
338100,NH프라임리츠,리츠(REITs),,,,,,,,,,,,,,,,,,,,,,,
065950,웰크론,마스크,방위산업/전쟁 및 테러,황사/미세먼지,DMZ 평화공원,메르스 코로나 바이러스,,,,,,,,,,,,,,,,,,,
045060,오공,마스크,황사/미세먼지,메르스 코로나 바이러스,,,,,,,,,,,,,,,,,,,,,
083550,케이엠,마스크,황사/미세먼지,메르스 코로나 바이러스,,,,,,,,,,,,,,,,,,,,,
034940,조아제약,마스크,제약업체,줄기세포,구충제(펜벤다졸 등),,,,,,,,,,,,,,,,,,,,
012690,모나리자,마스크,日제품 불매운동(수혜),황사/미세먼지,치매,,,,,,,,,,,,,,,,,,,,
115390,락앤락,마스크,엔젤산업,출산장려정책,황사/미세먼지,,,,,,,,,,,,,,,,,,,,
217480,에스디생명공학,마스크,화장품,황사/미세먼지,건강기능식품,,,,,,,,,,,,,,,,,,,,
002720,국제약품,마스크,제약업체,화장품,황사/미세먼지,,,,,,,,,,,,,,,,,,,,
225430,케이엠제약,마스크,,,,,,,,,,,,,,,,,,,,,,,
091970,나노캠텍,마스크,증강현실(AR),,,,,,,,,,,,,,,,,,,,,,
086450,동국제약,마스크,제약업체,,,,,,,,,,,,,,,,,,,,,,
001060,JW중외제약,마스크,제약업체,코로나19(나파모스타트),코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),황사/미세먼지,U-Healthcare(원격진료),고령화 사회(노인복지),코로나19(덱사메타손),,,,,,,,,,,,,,,
013990,아가방컴퍼니,마스크,엔젤산업,日제품 불매운동(수혜),출산장려정책,,,,,,,,,,,,,,,,,,,,
108230,톱텍,마스크,LCD장비,스마트팩토리(스마트공장),OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,
249420,일동제약,마스크,제약업체,치매,,,,,,,,,,,,,,,,,,,,,
016880,웅진,마스크,정치/인맥(윤석열),지주사,,,,,,,,,,,,,,,,,,,,,
002070,비비안,마스크,메타버스(Metaverse),日제품 불매운동(수혜),정치/인맥(이재명),패션/의류,,,,,,,,,,,,,,,,,,,
102280,쌍방울,마스크,日제품 불매운동(수혜),패션/의류,,,,,,,,,,,,,,,,,,,,,
142280,녹십자엠에스,마스크,코로나19(진단/치료제/백신 개발 등),코로나19(진단키트),,,,,,,,,,,,,,,,,,,,,
018250,애경산업,마스크,화장품,,,,,,,,,,,,,,,,,,,,,,
004540,깨끗한나라,마스크,日제품 불매운동(수혜),정치/인맥(윤석열),출산장려정책,제지,,,,,,,,,,,,,,,,,,,
079980,휴비스,마스크,화학섬유,그래핀,,,,,,,,,,,,,,,,,,,,,
001520,동양,마스크,시멘트/레미콘,,,,,,,,,,,,,,,,,,,,,,
083640,인콘,마스크,면역항암제,보안주(물리),재난/안전(지진 등),CCTV＆DVR,,,,,,,,,,,,,,,,,,,
001140,국보,마스크,종합 물류,,,,,,,,,,,,,,,,,,,,,,
227100,디자인,마스크,스마트폰,,,,,,,,,,,,,,,,,,,,,,
138690,엘아이에스,마스크,LED장비,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,
352700,씨앤투스성진,마스크,2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
001740,SK네트웍스,마켓컬리 관련주,종합상사,자원개발,,,,,,,,,,,,,,,,,,,,,
036580,팜스코,마켓컬리 관련주,사료,아프리카 돼지열병(ASF),,,,,,,,,,,,,,,,,,,,,
103840,우양,마켓컬리 관련주,음식료업종,,,,,,,,,,,,,,,,,,,,,,
025880,케이씨피드,마켓컬리 관련주,정치/인맥(안철수),사료,,,,,,,,,,,,,,,,,,,,,
241520,DSC인베스트먼트,마켓컬리 관련주,창투사,4차산업 수혜주,두나무 관련주,일자리(취업),,,,,,,,,,,,,,,,,,,
100790,미래에셋벤처투자,마켓컬리 관련주,창투사,,,,,,,,,,,,,,,,,,,,,,
067010,이씨에스,마켓컬리 관련주,재택근무/스마트워크,,,,,,,,,,,,,,,,,,,,,,
006890,태경케미컬,마켓컬리 관련주,여름,콜드체인(저온 유통),쿠팡 관련주,,,,,,,,,,,,,,,,,,,,
189980,흥국에프엔비,마켓컬리 관련주,음식료업종,쿠팡 관련주,,,,,,,,,,,,,,,,,,,,,
171090,선익시스템,메타버스(Metaverse),OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,,
094360,칩스앤미디어,메타버스(Metaverse),자율주행차,가상현실(VR),,,,,,,,,,,,,,,,,,,,,
225330,씨엠에스에듀,메타버스(Metaverse),교육/온라인 교육,,,,,,,,,,,,,,,,,,,,,,
193250,와이제이엠게임즈,메타버스(Metaverse),스마트폰,가상현실(VR),모바일게임(스마트폰),,,,,,,,,,,,,,,,,,,,
043610,지니뮤직,메타버스(Metaverse),음원/음반,가상현실(VR),모바일콘텐츠(스마트폰/태블릿PC),엔터테인먼트,,,,,,,,,,,,,,,,,,,
044380,주연테크,메타버스(Metaverse),블록체인,정치/인맥(이낙연),,,,,,,,,,,,,,,,,,,,,
230980,에이트원,메타버스(Metaverse),방위산업/전쟁 및 테러,가상현실(VR),증강현실(AR),,,,,,,,,,,,,,,,,,,,
089890,코세스,메타버스(Metaverse),플렉서블 디스플레이,마이크로 LED,반도체 장비,,,,,,,,,,,,,,,,,,,,
109080,옵티시스,메타버스(Metaverse),철도,,,,,,,,,,,,,,,,,,,,,,
289220,자이언트스텝,메타버스(Metaverse),영상콘텐츠,2021 상반기 신규상장,모바일콘텐츠(스마트폰/태블릿PC),,,,,,,,,,,,,,,,,,,,
299900,위지윅스튜디오,메타버스(Metaverse),영상콘텐츠,가상현실(VR),증강현실(AR),,,,,,,,,,,,,,,,,,,,
005380,현대차,메타버스(Metaverse),수소차(연료전지/부품/충전소 등),자율주행차,자동차 대표주,전기차,,,,,,,,,,,,,,,,,,,
034120,SBS,메타버스(Metaverse),"스포츠행사 수혜(올림픽, 월드컵 등)",영상콘텐츠,미디어(방송/신문),,,,,,,,,,,,,,,,,,,,
052220,iMBC,메타버스(Metaverse),미디어(방송/신문),,,,,,,,,,,,,,,,,,,,,,
217270,넵튠,메타버스(Metaverse),크래프톤 관련주,게임,모바일게임(스마트폰),,,,,,,,,,,,,,,,,,,,
052020,에스티큐브,면역항암제,,,,,,,,,,,,,,,,,,,,,,,
224060,코디엠,면역항암제,반도체 장비,,,,,,,,,,,,,,,,,,,,,,
095700,제넥신,면역항암제,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),유전자 치료제/분석,,,,,,,,,,,,,,,,,,,,
086890,이수앱지스,면역항암제,바이오시밀러(복제 바이오의약품),코로나19(스푸트니크V),,,,,,,,,,,,,,,,,,,,,
144510,녹십자랩셀,면역항암제,제대혈,줄기세포,콜드체인(저온 유통),,,,,,,,,,,,,,,,,,,,
182400,엔케이맥스,면역항암제,건강기능식품,"백신/진단시약/방역(신종플루, AI 등)",,,,,,,,,,,,,,,,,,,,,
170900,동아에스티,면역항암제,바이오시밀러(복제 바이오의약품),슈퍼박테리아,제약업체,치매,,,,,,,,,,,,,,,,,,,
001540,안국약품,면역항암제,제약업체,황사/미세먼지,,,,,,,,,,,,,,,,,,,,,
085660,차바이오텍,면역항암제,제대혈,줄기세포,U-Healthcare(원격진료),고령화 사회(노인복지),,,,,,,,,,,,,,,,,,,
084990,헬릭스미스,면역항암제,건강기능식품,유전자 치료제/분석,,,,,,,,,,,,,,,,,,,,,
083790,크리스탈지노믹스,면역항암제,슈퍼박테리아,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),코로나19(카모스타트),,,,,,,,,,,,,,,,,,,
009420,한올바이오파마,면역항암제,바이오시밀러(복제 바이오의약품),제약업체,메르스 코로나 바이러스,코로나19(덱사메타손),,,,,,,,,,,,,,,,,,,
298380,에이비엘바이오,면역항암제,치매,,,,,,,,,,,,,,,,,,,,,,
263050,유틸렉스,면역항암제,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),,,,,,,,,,,,,,,,,,,,,
031390,녹십자셀,면역항암제,제대혈,줄기세포,,,,,,,,,,,,,,,,,,,,,
174900,앱클론,면역항암제,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),고령화 사회(노인복지),,,,,,,,,,,,,,,,,,,,
039200,오스코텍,면역항암제,치아 치료(임플란트 등),고령화 사회(노인복지),,,,,,,,,,,,,,,,,,,,,
299660,셀리드,면역항암제,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),,,,,,,,,,,,,,,,,,,,,
003520,영진약품,면역항암제,슈퍼박테리아,제약업체,,,,,,,,,,,,,,,,,,,,,
321550,티움바이오,면역항암제,유전자 치료제/분석,,,,,,,,,,,,,,,,,,,,,,
235980,메드팩토,면역항암제,,,,,,,,,,,,,,,,,,,,,,,
208340,파멥신,면역항암제,바이오시밀러(복제 바이오의약품),,,,,,,,,,,,,,,,,,,,,,
950220,네오이뮨텍REG.S,면역항암제,2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
039290,인포뱅크,모바일솔루션(스마트폰),스마트카(SMART CAR),자율주행차,정치/인맥(최재형),모바일콘텐츠(스마트폰/태블릿PC),전자결제(전자화폐),핀테크(FinTech),SNS(소셜네트워크서비스),,,,,,,,,,,,,,,,
041020,폴라리스오피스,모바일솔루션(스마트폰),모바일콘텐츠(스마트폰/태블릿PC),클라우드 컴퓨팅,,,,,,,,,,,,,,,,,,,,,
064800,젬백스링크,모바일솔루션(스마트폰),패션/의류,증강현실(AR),클라우드 컴퓨팅,SNS(소셜네트워크서비스),,,,,,,,,,,,,,,,,,,
072130,유엔젤,모바일솔루션(스마트폰),재난/안전(지진 등),정치/인맥(유시민),클라우드 컴퓨팅,SNS(소셜네트워크서비스),,,,,,,,,,,,,,,,,,,
079970,투비소프트,모바일솔루션(스마트폰),콜드체인(저온 유통),삼성페이,핀테크(FinTech),,,,,,,,,,,,,,,,,,,,
086960,한컴MDS,모바일솔루션(스마트폰),스마트카(SMART CAR),자율주행차,4차산업 수혜주,스마트팩토리(스마트공장),,,,,,,,,,,,,,,,,,,
089850,유비벨록스,모바일솔루션(스마트폰),스마트카(SMART CAR),삼성페이,RFID(NFC 등),,,,,,,,,,,,,,,,,,,,
100030,모바일리더,모바일솔루션(스마트폰),인터넷은행,,,,,,,,,,,,,,,,,,,,,,
108860,셀바스AI,모바일솔루션(스마트폰),음성인식,4차산업 수혜주,모바일콘텐츠(스마트폰/태블릿PC),지능형로봇/인공지능(AI),,,,,,,,,,,,,,,,,,,
139670,키네마스터,모바일솔루션(스마트폰),,,,,,,,,,,,,,,,,,,,,,,
039560,다산네트웍스,모바일솔루션(스마트폰),사물인터넷,통신장비,,,,,,,,,,,,,,,,,,,,,
153460,네이블,모바일솔루션(스마트폰),,,,,,,,,,,,,,,,,,,,,,,
115610,이미지스,모바일솔루션(스마트폰),스마트폰,터치패널(스마트폰/태블릿PC),,,,,,,,,,,,,,,,,,,,,
042000,카페24,모바일솔루션(스마트폰),전자결제(전자화폐),,,,,,,,,,,,,,,,,,,,,,
290510,코리아센터,모바일솔루션(스마트폰),전자결제(전자화폐),쿠팡 관련주,,,,,,,,,,,,,,,,,,,,,
065370,위세아이텍,모바일솔루션(스마트폰),지능형로봇/인공지능(AI),,,,,,,,,,,,,,,,,,,,,,
163730,핑거,모바일솔루션(스마트폰),2021 상반기 신규상장,핀테크(FinTech),,,,,,,,,,,,,,,,,,,,,
006260,LS,무선충전기술,전력설비,전선,지주사,풍력에너지,해저터널(지하화/지하도로 등),,,,,,,,,,,,,,,,,,
011070,LG이노텍,무선충전기술,스마트카(SMART CAR),스마트폰,아이폰,자동차부품,자율주행차,카메라모듈/부품,휴대폰부품,,,,,,,,,,,,,,,,
068270,셀트리온,바이오시밀러(복제 바이오의약품),코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),K-뉴딜지수(바이오),K-뉴딜지수,,,,,,,,,,,,,,,,,,,
003060,에이프로젠제약,바이오시밀러(복제 바이오의약품),제약업체,메르스 코로나 바이러스,"백신/진단시약/방역(신종플루, AI 등)",치매,,,,,,,,,,,,,,,,,,,
053030,바이넥스,바이오시밀러(복제 바이오의약품),코로나19(스푸트니크V),,,,,,,,,,,,,,,,,,,,,,
068760,셀트리온제약,바이오시밀러(복제 바이오의약품),제약업체,K-뉴딜지수(바이오),K-뉴딜지수,,,,,,,,,,,,,,,,,,,,
196170,알테오젠,바이오시밀러(복제 바이오의약품),K-뉴딜지수(바이오),K-뉴딜지수,,,,,,,,,,,,,,,,,,,,,
222110,팬젠,바이오시밀러(복제 바이오의약품),,,,,,,,,,,,,,,,,,,,,,,
207940,삼성바이오로직스,바이오시밀러(복제 바이오의약품),제약업체,K-뉴딜지수(바이오),코로나19(모더나),K-뉴딜지수,,,,,,,,,,,,,,,,,,,
069620,대웅제약,바이오시밀러(복제 바이오의약품),보톡스(보툴리눔톡신),제약업체,코로나19(진단/치료제/백신 개발 등),코로나19(치료제/백신 개발 등),치매,코로나19(진단키트),코로나19(카모스타트),,,,,,,,,,,,,,,,
091990,셀트리온헬스케어,바이오시밀러(복제 바이오의약품),K-뉴딜지수(바이오),K-뉴딜지수,,,,,,,,,,,,,,,,,,,,,
185750,종근당,바이오시밀러(복제 바이오의약품),제약업체,코로나19(나파모스타트),코로나19(진단/치료제/백신 개발 등),"백신/진단시약/방역(신종플루, AI 등)",치매,,,,,,,,,,,,,,,,,,
950210,프레스티지바이오파마,바이오시밀러(복제 바이오의약품),제약업체,코로나19(스푸트니크V),2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,
334970,프레스티지바이오로직스,바이오시밀러(복제 바이오의약품),제약업체,2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,
000990,DB하이텍,반도체 대표주(생산),스마트카(SMART CAR),시스템반도체,,,,,,,,,,,,,,,,,,,,,
005290,동진쎄미켐,반도체 재료/부품,日 수출 규제(국산화 등),LCD 부품/소재,,,,,,,,,,,,,,,,,,,,,
077360,덕산하이메탈,반도체 재료/부품,지주사,그래핀,,,,,,,,,,,,,,,,,,,,,
033640,네패스,반도체 재료/부품,시스템반도체,LCD 부품/소재,지능형로봇/인공지능(AI),,,,,,,,,,,,,,,,,,,,
024850,피에스엠씨,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
036810,에프에스티,반도체 재료/부품,LCD 부품/소재,바이오인식(생체인식),반도체 장비,,,,,,,,,,,,,,,,,,,,
052900,KMH하이텍,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
059090,미코,반도체 재료/부품,수소차(연료전지/부품/충전소 등),코로나19(진단/치료제/백신 개발 등),코로나19(진단키트),,,,,,,,,,,,,,,,,,,,
098120,마이크로컨텍솔,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
101490,에스앤에스텍,반도체 재료/부품,시스템반도체,日 수출 규제(국산화 등),LCD 부품/소재,,,,,,,,,,,,,,,,,,,,
102710,이엔에프테크놀로지,반도체 재료/부품,LCD 부품/소재,,,,,,,,,,,,,,,,,,,,,,
092220,KEC,반도체 재료/부품,전기차,,,,,,,,,,,,,,,,,,,,,,
101160,월덱스,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
064760,티씨케이,반도체 재료/부품,LED장비,반도체 장비,태양광에너지,,,,,,,,,,,,,,,,,,,,
170920,엘티씨,반도체 재료/부품,수소차(연료전지/부품/충전소 등),LCD 부품/소재,,,,,,,,,,,,,,,,,,,,,
094170,동운아나텍,반도체 재료/부품,스마트폰,폴더블폰,가상현실(VR),바이오인식(생체인식),카메라모듈/부품,,,,,,,,,,,,,,,,,,
195870,해성디에스,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
067310,하나마이크론,반도체 재료/부품,시스템반도체,반도체 장비,,,,,,,,,,,,,,,,,,,,,
144960,뉴파워프라즈마,반도체 재료/부품,LCD 부품/소재,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,
241790,오션브릿지,반도체 재료/부품,반도체 장비,,,,,,,,,,,,,,,,,,,,,,
083500,에프엔에스테크,반도체 재료/부품,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,,
166090,하나머티리얼즈,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
060310,3S,반도체 재료/부품,여름,,,,,,,,,,,,,,,,,,,,,,
114810,아이원스,반도체 재료/부품,LCD 부품/소재,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,
031330,에스에이엠티,반도체 재료/부품,LCD 부품/소재,,,,,,,,,,,,,,,,,,,,,,
219130,타이거일렉,반도체 재료/부품,PCB(FPCB 등),,,,,,,,,,,,,,,,,,,,,,
241770,메카로,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
095340,ISC,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
080580,오킨스전자,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
171010,램테크놀러지,반도체 재료/부품,日 수출 규제(국산화 등),OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,
147760,마이크로프랜드,반도체 재료/부품,,,,,,,,,,,,,,,,,,,,,,,
317330,덕산테코피아,반도체 재료/부품,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,,,
272110,케이엔제이,반도체 재료/부품,LCD장비,LED,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,,
281740,레이크머티리얼즈,반도체 재료/부품,태양광에너지,LED,,,,,,,,,,,,,,,,,,,,,
252990,샘씨엔에스,반도체 재료/부품,2021 상반기 신규상장,,,,,,,,,,,,,,,,,,,,,,
013810,스페코,방위산업/전쟁 및 테러,남북경협,아스콘(아스팔트 콘크리트),풍력에너지,,,,,,,,,,,,,,,,,,,,
065450,빅텍,방위산업/전쟁 및 테러,자전거,RFID(NFC 등),,,,,,,,,,,,,,,,,,,,,
006050,국영지앤엠,방위산업/전쟁 및 테러,정치/인맥(이낙연),철도,,,,,,,,,,,,,,,,,,,,,
065570,삼영이엔씨,방위산업/전쟁 및 테러,재난/안전(지진 등),조선기자재,,,,,,,,,,,,,,,,,,,,,
038060,루멘스,방위산업/전쟁 및 테러,플렉서블 디스플레이,마이크로 LED,통신장비,LED,,,,,,,,,,,,,,,,,,,
064960,SNT모티브,방위산업/전쟁 및 테러,수소차(연료전지/부품/충전소 등),자동차부품,전기차,,,,,,,,,,,,,,,,,,,,
007120,미래아이앤지,방위산업/전쟁 및 테러,,,,,,,,,,,,,,,,,,,,,,,
108380,대양전기공업,방위산업/전쟁 및 테러,조선기자재,철도,,,,,,,,,,,,,,,,,,,,,
090080,평화산업,방위산업/전쟁 및 테러,수소차(연료전지/부품/충전소 등),자동차부품,,,,,,,,,,,,,,,,,,,,,
000880,한화,방위산업/전쟁 및 테러,지주사,우주항공산업,태양광에너지,,,,,,,,,,,,,,,,,,,,
103140,풍산,방위산업/전쟁 및 테러,비철금속,화폐/금융자동화기기(디지털화폐 등),환율하락 수혜,,,,,,,,,,,,,,,,,,,,
005810,풍산홀딩스,방위산업/전쟁 및 테러,비철금속,지주사,,,,,,,,,,,,,,,,,,,,,
064350,현대로템,방위산업/전쟁 및 테러,수소차(연료전지/부품/충전소 등),우주항공산업,철도,GTX(수도권 광역급행철도),,,,,,,,,,,,,,,,,,,
011210,현대위아,방위산업/전쟁 및 테러,자동차부품,공작기계,자동차 대표주,전기차,항공기부품,,,,,,,,,,,,,,,,,,
000270,기아,방위산업/전쟁 및 테러,수소차(연료전지/부품/충전소 등),자율주행차,자동차 대표주,전기차,,,,,,,,,,,,,,,,,,,
040300,YTN,방위산업/전쟁 및 테러,모바일콘텐츠(스마트폰/태블릿PC),미디어(방송/신문),,,,,,,,,,,,,,,,,,,,,
119500,포메탈,방위산업/전쟁 및 테러,자동차부품,농업,풍력에너지,,,,,,,,,,,,,,,,,,,,
003570,SNT중공업,방위산업/전쟁 및 테러,자동차부품,공작기계,,,,,,,,,,,,,,,,,,,,,
009540,한국조선해양,방위산업/전쟁 및 테러,선박평형수 처리장치,지주사,조선,풍력에너지,LNG(액화천연가스),,,,,,,,,,,,,,,,,,
024740,한일단조,방위산업/전쟁 및 테러,자동차부품,정치/인맥(최재형),정치/인맥(홍정욱),,,,,,,,,,,,,,,,,,,,
042660,대우조선해양,방위산업/전쟁 및 테러,조선,,,,,,,,,,,,,,,,,,,,,,
068790,DMS,방위산업/전쟁 및 테러,플렉서블 디스플레이,LCD장비,풍력에너지,OLED(유기 발광 다이오드),,,,,,,,,,,,,,,,,,,
077970,STX엔진,방위산업/전쟁 및 테러,선박평형수 처리장치,조선기자재,,,,,,,,,,,,,,,,,,,,,
